date,meal,type,name,brand,amount_g,kcal,protein_g,carbs_g,fat_g,fiber_g,sugar_g,kcal_per_g,protein_per_g,carbs_per_g,fat_per_g,fiber_per_g
2023-08-20,Mittagessen,product,Pouletschenkel,Country's best,150.0,261.0,25.5,2.55,16.5,0.0,1.05,1.74,0.17,0.017,0.11,0.0
2023-08-20,Mittagessen,product,Risotto,Fait Maison,350.0,462.0,24.5,35.0,14.0,3.5,3.5,1.32,0.07,0.1,0.04,0.01
2023-08-20,Abendessen,product,Dinkelzopf,Ölz,200.0,638.0,18.2,104.0,15.0,6.6,16.0,3.19,0.091,0.52,0.075,0.033
2023-08-20,Abendessen,product,Hamburger (patty),Migros Bio,90.0,189.0,16.2,0.72,13.5,0.45,0.45,2.1,0.18,0.008,0.15,0.005
2023-08-20,Abendessen,product,"Eisbergsalat, frisch",,100.0,15.0,1.0,1.57,0.2,1.07,1.57,0.15,0.01,0.0157,0.002,0.0107
2023-08-20,Abendessen,product,Schweinsnierstück plätzli,Bonvalle,100.0,163.0,22.7,0.1,7.8,0.0,0.0,1.63,0.227,0.001,0.078,0.0
2023-08-21,FrÃ¼hstÃ¼ck,product,Quarkhimmel,Migros M Classic,500.0,265.0,43.0,22.5,2.5,0.0,18.5,0.53,0.086,0.045,0.005,0.0
2023-08-21,FrÃ¼hstÃ¼ck,product,Briochezopf,,50.0,181.5,4.3,25.0,6.55,0.0,0.0,3.63,0.086,0.5,0.131,0.0
2023-08-21,Mittagessen,product,Pouletschenkel,Country's best,300.0,522.0,51.0,5.1,33.0,0.0,2.1,1.74,0.17,0.017,0.11,0.0
2023-08-21,Mittagessen,product,Risotto,Fait Maison,350.0,462.0,24.5,35.0,14.0,3.5,3.5,1.32,0.07,0.1,0.04,0.01
2023-08-21,FrÃ¼hstÃ¼ck,product,Alpstein Bergkäse,Alp Senn GmbH,35.0,132.3,9.45,0.0,10.5,0.0,0.0,3.78,0.27,0.0,0.3,0.0
2023-08-21,Abendessen,product,Alpstein Bergkäse,Alp Senn GmbH,25.0,94.5,6.75,0.0,7.5,0.0,0.0,3.78,0.27,0.0,0.3,0.0
2023-08-21,Snack,product,Kokos-Mandel Protein Riegel,Layenberger,70.0,265.3,31.5,2.1,10.5,3.43,0.63,3.79,0.45,0.03,0.15,0.049
2023-08-21,Abendessen,product,"Garnelen, gar",,200.0,184.0,35.04,2.28,3.62,0.0,0.0,0.92,0.1752,0.0114,0.0181,0.0
2023-08-21,Abendessen,product,Sojabohnensalat,Billa Freshy,100.0,124.0,7.4,9.8,5.1,0.0,2.6,1.24,0.074,0.098,0.051,0.0
2023-08-21,Abendessen,product,Quark mit Früchten ,Selbstgemacht,60.0,44.82,2.16,8.7,0.3,0.0,0.0,0.747,0.036,0.145,0.005,0.0
2023-08-22,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,300.0,189.0,29.1,17.1,1.5,0.0,15.9,0.63,0.097,0.057,0.005,0.0
2023-08-22,Mittagessen,product,Grüner Salat,,50.0,6.0,0.65,0.55,0.1,0.7,0.5,0.12,0.013,0.011,0.002,0.014
2023-08-22,FrÃ¼hstÃ¼ck,product,"Apfel (mit Schale), frisch",,84.5,54.93,0.29,12.13,0.04,1.7,8.71,0.65006,0.00343,0.14355,0.00047,0.02012
2023-08-22,FrÃ¼hstÃ¼ck,product,Banana,,105.0,93.45,1.14,23.98,0.35,2.73,12.84,0.89,0.01086,0.22838,0.00333,0.026
2023-08-22,Mittagessen,product,Spaghetti Bolognese,,300.0,429.0,18.45,62.46,10.47,3.45,1.68,1.43,0.0615,0.2082,0.0349,0.0115
2023-08-22,Snack,product,Crispy Cookie,Chiefs,55.0,210.65,20.35,2.75,8.25,0.94,1.59,3.83,0.37,0.05,0.15,0.01709
2023-08-22,Snack,product,Kokos-Mandel Protein Riegel,Layenberger,35.0,132.65,15.75,1.05,5.25,1.72,0.32,3.79,0.45,0.03,0.15,0.04914
2023-08-22,Abendessen,product,Pouletschenkel Steak,BBQ Aldi,200.0,230.0,40.0,1.0,8.0,0.0,1.0,1.15,0.2,0.005,0.04,0.0
2023-08-22,Abendessen,product,Mandeln,,75.0,458.25,18.02,4.26,39.77,8.52,4.26,6.11,0.24027,0.0568,0.53027,0.1136
2023-08-22,Snack,product,Gruyère,Blevita,38.0,173.0,6.0,23.0,6.0,2.5,1.0,4.55263,0.15789,0.60526,0.15789,0.06579
2023-08-23,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,300.0,189.0,29.1,17.1,1.5,0.0,15.9,0.63,0.097,0.057,0.005,0.0
2023-08-23,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,500.0,315.0,48.5,28.5,2.5,0.0,26.5,0.63,0.097,0.057,0.005,0.0
2023-08-23,FrÃ¼hstÃ¼ck,product,Urdinkelbrötli,Confiserie   Bachmann,70.0,189.7,7.14,33.04,2.59,2.94,0.42,2.71,0.102,0.472,0.037,0.042
2023-08-23,FrÃ¼hstÃ¼ck,product,Alpstein Bergkäse,Alp Senn GmbH,35.0,132.3,9.45,0.0,10.5,0.0,0.0,3.78,0.27,0.0,0.3,0.0
2023-08-23,Mittagessen,product,Gemischter Salat,,480.0,172.8,7.2,30.72,1.44,7.68,0.0,0.36,0.015,0.064,0.003,0.016
2023-08-23,Mittagessen,product,Chicken Nuggets,,160.0,491.2,25.47,23.89,32.58,1.44,0.13,3.07,0.15919,0.14931,0.20363,0.009
2023-08-23,Snack,product,Heidelbeere Energy Drink,Aldi,250.0,115.0,0.0,27.0,0.0,0.0,0.0,0.46,0.0,0.108,0.0,0.0
2023-08-23,Abendessen,product,Urdinkelbrötli,Confiserie   Bachmann,70.0,189.7,7.14,33.04,2.59,2.94,0.42,2.71,0.102,0.472,0.037,0.042
2023-08-23,Abendessen,product,Mozzarella,Cucina Nobile,160.0,432.0,33.6,1.28,32.0,0.0,1.28,2.7,0.21,0.008,0.2,0.0
2023-08-24,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,500.0,315.0,48.5,28.5,2.5,0.0,26.5,0.63,0.097,0.057,0.005,0.0
2023-08-24,FrÃ¼hstÃ¼ck,product,Apfelschorle (Apfelsaftschorle),,1000.0,330.0,1.8,77.5,0.2,0.0,68.0,0.33,0.0018,0.0775,0.0002,0.0
2023-08-24,FrÃ¼hstÃ¼ck,product,"Apfel (mit Schale), frisch",,130.0,84.5,0.44,18.65,0.07,2.61,13.4,0.65,0.00338,0.14346,0.00054,0.02008
2023-08-24,FrÃ¼hstÃ¼ck,product,"Pfirsich, frisch",,130.0,57.2,0.99,11.56,0.14,2.21,10.4,0.44,0.00762,0.08892,0.00108,0.017
2023-08-24,FrÃ¼hstÃ¼ck,product,Banana 1 medium,1 medium banana 100g without skin,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-24,FrÃ¼hstÃ¼ck,product,Lowcarp Magerquark Pizza,Selbstgemacht,500.0,718.33,75.0,23.33,33.33,0.0,0.0,1.43666,0.15,0.04666,0.06666,0.0
2023-08-24,Snack,product,Schokokuchen ,Eigene Herstellung,150.0,562.5,9.0,76.5,24.0,5.4,48.0,3.75,0.06,0.51,0.16,0.036
2023-08-24,Abendessen,product,Hamburger,,220.0,558.8,25.83,54.58,26.95,0.0,0.0,2.54,0.11741,0.24809,0.1225,0.0
2023-08-25,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,500.0,315.0,48.5,28.5,2.5,0.0,26.5,0.63,0.097,0.057,0.005,0.0
2023-08-25,Snack,product,Laugenbrezel mit Butter,,70.0,241.5,5.46,36.12,8.19,0.0,0.0,3.45,0.078,0.516,0.117,0.0
2023-08-25,Snack,product,Kinder Bueno,Ferrero,43.0,245.96,3.7,21.29,16.04,0.0,17.72,5.72,0.08605,0.49512,0.37302,0.0
2023-08-25,Mittagessen,product,Pouletschenkel,Country's best,300.0,522.0,51.0,5.1,33.0,0.0,2.1,1.74,0.17,0.017,0.11,0.0
2023-08-25,Mittagessen,product,Risotto,Fait Maison,250.0,330.0,17.5,25.0,10.0,2.5,2.5,1.32,0.07,0.1,0.04,0.01
2023-08-25,Abendessen,product,Mozzarella,Cucina Nobile,300.0,810.0,63.0,2.4,60.0,0.0,2.4,2.7,0.21,0.008,0.2,0.0
2023-08-25,Abendessen,product,Maiskörner Migros,Migros,285.0,210.9,5.7,37.05,2.85,6.55,17.1,0.74,0.02,0.13,0.01,0.02298
2023-08-26,Abendessen,product,Pizza mit Hack Sauce Hollondaise und Brokkoli,,500.0,1500.0,33.33,66.67,66.67,0.0,0.0,3.0,0.06666,0.13334,0.13334,0.0
2023-08-26,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,500.0,315.0,48.5,28.5,2.5,0.0,26.5,0.63,0.097,0.057,0.005,0.0
2023-08-26,FrÃ¼hstÃ¼ck,product,Dinkelzopf,Ölz,200.0,638.0,18.2,104.0,15.0,6.6,16.0,3.19,0.091,0.52,0.075,0.033
2023-08-26,Mittagessen,product,Maiskörner Migros,Migros,285.0,210.9,5.7,37.05,2.85,6.55,17.1,0.74,0.02,0.13,0.01,0.02298
2023-08-26,Mittagessen,product,Rosa Thunfisch im Salzwasser,Migros,155.0,162.75,38.75,0.0,0.93,0.0,0.0,1.05,0.25,0.0,0.006,0.0
2023-08-26,Mittagessen,product,"Eisbergsalat, frisch",,100.0,15.0,1.0,1.57,0.2,1.07,1.57,0.15,0.01,0.0157,0.002,0.0107
2023-08-26,Mittagessen,product,"Salatgurke (ohne Schale), frisch",,160.0,19.2,0.94,3.46,0.26,1.12,2.21,0.12,0.00588,0.02162,0.00163,0.007
2023-08-26,Mittagessen,product,Salatsauce French Dressing,Migros,170.0,384.2,1.53,2.55,40.8,0.0,0.0,2.26,0.009,0.015,0.24,0.0
2023-08-27,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,500.0,315.0,48.5,28.5,2.5,0.0,26.5,0.63,0.097,0.057,0.005,0.0
2023-08-27,Mittagessen,product,Griechischer Tomatenreis,,400.0,700.0,12.0,108.0,24.0,0.0,12.0,1.75,0.03,0.27,0.06,0.0
2023-08-27,Mittagessen,product,Gyros/Drehspieß vom Griechen,,150.0,219.0,25.35,1.5,12.45,0.0,0.0,1.46,0.169,0.01,0.083,0.0
2023-08-27,Mittagessen,product,Griechischer Gurkensalat,Selbstgemacht,350.0,373.8,10.5,14.0,17.5,0.0,0.0,1.068,0.03,0.04,0.05,0.0
2023-08-28,FrÃ¼hstÃ¼ck,product,Rührei (2 Eier),Hausgemacht,100.0,140.0,12.0,1.0,10.0,0.0,0.0,1.4,0.12,0.01,0.1,0.0
2023-08-28,FrÃ¼hstÃ¼ck,product,Vorder-Schinkenwürfeli,Migros Terrasuisse,80.0,111.2,14.4,0.8,5.6,0.0,0.0,1.39,0.18,0.01,0.07,0.0
2023-08-28,FrÃ¼hstÃ¼ck,product,Alpstein Bergkäse,Alp Senn GmbH,50.0,189.0,13.5,0.0,15.0,0.0,0.0,3.78,0.27,0.0,0.3,0.0
2023-08-28,Mittagessen,product,Schübling,Tann,100.0,238.0,10.1,1.3,20.6,0.0,1.0,2.38,0.101,0.013,0.206,0.0
2023-08-28,Mittagessen,product,"Brokkoli (Broccoli), gekocht",,100.0,27.0,2.8,2.03,0.2,2.73,2.03,0.27,0.028,0.0203,0.002,0.0273
2023-08-28,Mittagessen,product,Spiral-Nudeln ,MClassic Migros,200.0,730.0,30.0,136.0,5.6,7.4,1.2,3.65,0.15,0.68,0.028,0.037
2023-08-28,Abendessen,product,Protein Bar - Crispy Cookie,Chiefs Coop,55.0,210.65,20.35,20.35,8.25,0.94,1.59,3.83,0.37,0.37,0.15,0.01709
2023-08-28,Abendessen,product,Mozzarella,M Budget,200.0,488.0,38.0,3.0,36.0,0.0,3.0,2.44,0.19,0.015,0.18,0.0
2023-08-29,FrÃ¼hstÃ¼ck,product,"Erdnüsse, geröstet & gesalzen",Ültje,100.0,619.0,24.0,11.0,51.0,8.2,5.2,6.19,0.24,0.11,0.51,0.082
2023-08-29,FrÃ¼hstÃ¼ck,product,Urdinkelbrötli,Confiserie   Bachmann,70.0,189.7,7.14,33.04,2.59,2.94,0.42,2.71,0.102,0.472,0.037,0.042
2023-08-29,FrÃ¼hstÃ¼ck,product,Protein Bar - Crispy Cookie,Chiefs Coop,55.0,210.65,20.35,20.35,8.25,0.94,1.59,3.83,0.37,0.37,0.15,0.01709
2023-08-29,Abendessen,product,Poulet Sweet & Sour,Coop,230.0,582.74,20.65,71.12,22.94,0.0,0.0,2.53365,0.08978,0.30922,0.09974,0.0
2023-08-29,Mittagessen,product,Pouletschnitzel,Migros,100.0,118.0,25.0,0.0,2.0,0.0,0.0,1.18,0.25,0.0,0.02,0.0
2023-08-29,Mittagessen,product,"Fischfrikadelle, gebraten",,100.0,180.0,14.95,11.15,8.14,0.81,1.03,1.8,0.1495,0.1115,0.0814,0.0081
2023-08-29,Mittagessen,product,Kartoffelwürfel (Airfryer) ,Selbstgemacht,350.0,350.0,7.0,59.5,8.75,0.0,0.0,1.0,0.02,0.17,0.025,0.0
2023-08-30,Abendessen,product,"Nektarine, frisch",,125.0,71.25,1.13,15.5,0.12,2.5,15.38,0.57,0.00904,0.124,0.00096,0.02
2023-08-30,Abendessen,product,Protein Bar - Crispy Cookie,Chiefs Coop,55.0,210.65,20.35,20.35,8.25,0.94,1.59,3.83,0.37,0.37,0.15,0.01709
2023-08-30,Mittagessen,product,Pouletbrust,Migros,120.0,136.8,30.0,1.2,1.8,0.6,1.2,1.14,0.25,0.01,0.015,0.005
2023-08-30,Mittagessen,product,"Spaghetti, cooked",,400.0,632.0,23.2,123.44,3.72,7.2,2.24,1.58,0.058,0.3086,0.0093,0.018
2023-08-30,Abendessen,product,Butter Chicken mit Basmati Reis,Bofrost,440.0,722.7,33.44,74.8,31.24,4.4,4.4,1.6425,0.076,0.17,0.071,0.01
2023-08-30,FrÃ¼hstÃ¼ck,product,Roggenbrötchen,,60.0,133.8,3.6,27.78,0.6,3.6,2.58,2.23,0.06,0.463,0.01,0.06
2023-08-30,FrÃ¼hstÃ¼ck,product,Alpstein Bergkäse,Alp Senn GmbH,50.0,189.0,13.5,0.0,15.0,0.0,0.0,3.78,0.27,0.0,0.3,0.0
2023-08-30,Abendessen,recipe,Reis mit Vegi Curry,,0.0,1039.5,42.98,153.56,24.8,10.79,1.14,0,0,0,0,0
2023-08-31,Abendessen,product,Tafeltrauben hell kernlos,Weintrauben,250.0,167.5,1.75,38.0,0.75,3.75,38.5,0.67,0.007,0.152,0.003,0.015
2023-08-31,Abendessen,product,Mandeln,,250.0,1527.5,60.05,14.2,132.55,28.4,14.2,6.11,0.2402,0.0568,0.5302,0.1136
2023-08-31,Mittagessen,product,Maisgrieß (Polenta),,120.0,424.8,10.56,88.51,1.32,6.0,1.78,3.54,0.088,0.73758,0.011,0.05
2023-08-31,Mittagessen,product,"Lauch (Porree), gekocht",,125.0,36.25,2.68,4.09,0.36,2.85,3.34,0.29,0.02144,0.03272,0.00288,0.0228
2023-08-31,Mittagessen,product,Schweins Voressen,Migros,100.0,143.0,21.0,1.0,7.0,0.5,1.0,1.43,0.21,0.01,0.07,0.005
2023-08-31,Mittagessen,product,Kalbs Voressen,Migros,150.0,163.5,31.5,1.5,3.75,0.0,0.0,1.09,0.21,0.01,0.025,0.0
2023-09-01,FrÃ¼hstÃ¼ck,product,Joghurt Mokka,Migros M Classic,200.0,186.0,7.0,26.0,6.0,1.0,24.0,0.93,0.035,0.13,0.03,0.005
2023-09-01,FrÃ¼hstÃ¼ck,product,Bauernbrot,Bäcker,100.0,225.0,7.4,45.9,1.0,6.1,1.0,2.25,0.074,0.459,0.01,0.061
2023-09-01,FrÃ¼hstÃ¼ck,product,Pouletbrust Aufschnitt,Migros Optigal,91.0,83.72,18.2,0.55,0.91,0.46,0.46,0.92,0.2,0.00604,0.01,0.00505
2023-09-01,Mittagessen,product,"Rind, Hackfleisch Gehacktes, gar",,300.0,819.0,76.14,0.0,54.63,0.0,0.0,2.73,0.2538,0.0,0.1821,0.0
2023-09-01,Mittagessen,product,Kartoffelstock ,Selbergemacht,200.0,206.0,4.14,23.6,10.4,0.0,0.0,1.03,0.0207,0.118,0.052,0.0
2023-09-01,Snack,product,Apero tete de moine AOP,Felfel,52.0,217.88,13.0,0.1,17.84,0.0,0.0,4.19,0.25,0.00192,0.34308,0.0
2023-09-01,Snack,product,apero gruyère AOP,Felfel,52.0,215.8,17.16,0.52,16.12,0.0,0.0,4.15,0.33,0.01,0.31,0.0
2023-09-01,Snack,product,White chocolate almond ,Barebells,55.0,200.2,19.8,15.95,8.25,3.85,1.21,3.64,0.36,0.29,0.15,0.07
2023-09-01,Abendessen,product,chicken strips paprika ,Migros,138.0,133.86,24.84,2.07,2.76,0.69,1.38,0.97,0.18,0.015,0.02,0.005
2023-09-02,FrÃ¼hstÃ¼ck,product,Quarkhimmel,Migros M Classic,500.0,265.0,43.0,22.5,2.5,0.0,18.5,0.53,0.086,0.045,0.005,0.0
2023-09-02,FrÃ¼hstÃ¼ck,product,Trutenbrust,New Lifestyle Aldi,100.0,108.0,21.0,1.0,2.0,0.0,0.8,1.08,0.21,0.01,0.02,0.0
2023-09-02,Snack,product,"Nektarine, frisch",,125.0,71.25,1.13,15.5,0.12,2.5,15.38,0.57,0.00904,0.124,0.00096,0.02
2023-09-02,Snack,product,"Nektarine, frisch",,125.0,71.25,1.13,15.5,0.12,2.5,15.38,0.57,0.00904,0.124,0.00096,0.02
2023-09-02,Abendessen,product,Trutenbrust hauchdünn,Don Pollo,150.0,142.5,31.5,0.75,1.5,0.75,0.75,0.95,0.21,0.005,0.01,0.005
2023-09-02,Abendessen,product,"Erdnüsse, geröstet & gesalzen",Ültje,200.0,1238.0,48.0,22.0,102.0,16.4,10.4,6.19,0.24,0.11,0.51,0.082
2023-09-03,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,500.0,315.0,48.5,28.5,2.5,0.0,26.5,0.63,0.097,0.057,0.005,0.0
2023-09-03,Mittagessen,product,Mozzarella,Mbudget,150.0,366.0,28.5,2.25,27.0,0.0,2.25,2.44,0.19,0.015,0.18,0.0
2023-09-03,Mittagessen,product,BBQ Pouletbrust Spiessli,Aldi,300.0,333.0,66.3,2.4,6.6,2.7,1.5,1.11,0.221,0.008,0.022,0.009
2023-09-04,FrÃ¼hstÃ¼ck,product,Trutenbrust,New Lifestyle Aldi,44.0,47.52,9.24,0.44,0.88,0.0,0.35,1.08,0.21,0.01,0.02,0.0
2023-09-04,FrÃ¼hstÃ¼ck,product,Magerquark,Milfina (Aldi),500.0,315.0,50.0,20.0,2.5,0.0,20.0,0.63,0.1,0.04,0.005,0.0
2023-09-04,Mittagessen,product,30% Protein Plus Chocolate Powerbar,PowerBar,55.0,190.3,17.05,17.05,4.34,7.7,15.95,3.46,0.31,0.31,0.07891,0.14
2023-09-04,Mittagessen,product,"Dinkelnudeln, gekocht",,300.0,384.0,13.8,72.0,3.3,0.0,0.0,1.28,0.046,0.24,0.011,0.0
2023-09-04,Mittagessen,product,"Ghackets, selfmade",,200.0,290.6,26.32,6.8,16.86,0.0,0.0,1.453,0.1316,0.034,0.0843,0.0
2023-09-04,Abendessen,product,Pouletfilet-Spiessli nature,Aldi,320.0,316.8,76.16,1.6,1.6,0.0,1.6,0.99,0.238,0.005,0.005,0.0
2023-09-04,Abendessen,product,Älplermagronen,Selbstgemacht,150.0,209.85,8.36,22.8,9.6,0.0,0.0,1.399,0.05573,0.152,0.064,0.0
2023-09-04,Snack,product,White chocolate almond ,Barebells,55.0,200.2,19.8,15.95,8.25,3.85,1.21,3.64,0.36,0.29,0.15,0.07
2023-09-04,FrÃ¼hstÃ¼ck,product,Kokos-Mandel Protein Riegel,Layenberger,35.0,132.65,15.75,1.05,5.25,1.72,0.32,3.79,0.45,0.03,0.15,0.04914
2023-09-05,Mittagessen,product,Lasagne Bolognese,,500.0,855.0,40.65,74.65,42.65,3.6,3.8,1.71,0.0813,0.1493,0.0853,0.0072
2023-09-05,FrÃ¼hstÃ¼ck,product,magerquark M- Budget,M Budget,500.0,315.0,48.5,28.5,2.5,0.0,26.5,0.63,0.097,0.057,0.005,0.0
2023-09-05,Snack,product,White chocolate almond ,Barebells,55.0,200.2,19.8,15.95,8.25,3.85,1.21,3.64,0.36,0.29,0.15,0.07
2023-09-05,Snack,product,Kokos-Mandel Protein Riegel,Layenberger,35.0,132.65,15.75,1.05,5.25,1.72,0.32,3.79,0.45,0.03,0.15,0.04914
2023-09-05,Abendessen,product,Corn Strips,M Classic,70.0,336.7,5.46,42.0,15.4,4.2,0.42,4.81,0.078,0.6,0.22,0.06
2023-09-05,Abendessen,product,Rinds-Geschnetzeltes,Lidl,50.0,57.0,11.0,0.4,1.3,0.5,0.25,1.14,0.22,0.008,0.026,0.01
